Segement_Country,Product,Discount Band,Units Sold,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,ProductID,Category,Manufacturing Price
Small Business-Canada,Velo,Medium,3793.5,$300.,"$1,138,050.",102424.5,"$1,035,625.5","$948,375.","$87,250.5",7/1/2014,7,4,Audio, $120.00 
Enterprise-Canada,Velo,Medium,567.0,$125.,"$70,875.",6378.75,"$64,496.25","$68,040.","($3,543.75)",9/1/2014,9,4,Audio, $120.00 
Enterprise-Canada,Velo,High,1916.0,$125.,"$239,500.",23950.0,"$215,550.","$229,920.","($14,370.)",12/1/2013,12,4,Audio, $120.00 
Government-France,Velo,High,1190.0,$7.,"$8,330.",1082.9,"$7,247.1","$5,950.","$1,297.1",6/1/2014,6,4,Audio, $120.00 
Midmarket-Canada,Velo,High,384.0,$15.,"$5,760.",633.6,"$5,126.4","$3,840.","$1,286.4",1/1/2014,1,4,Audio, $120.00 
Small Business-Canada,Velo,High,269.0,$300.,"$80,700.",11298.0,"$69,402.","$67,250.","$2,152.",10/1/2013,10,4,Audio, $120.00 
Enterprise-France,Velo,,1804.0,$125.,"$225,500.",0.0,"$225,500.","$216,480.","$9,020.",2/1/2014,2,4,Audio, $120.00 
Channel Partners-Germany,Velo,,2161.0,$12.,"$25,932.",0.0,"$25,932.","$6,483.","$19,449.",3/1/2014,3,4,Audio, $120.00 
Channel Partners-Germany,Velo,,1545.0,$12.,"$18,540.",0.0,"$18,540.","$4,635.","$13,905.",6/1/2014,6,4,Audio, $120.00 
Enterprise-USA,Velo,,2821.0,$125.,"$352,625.",0.0,"$352,625.","$338,520.","$14,105.",8/1/2014,8,4,Audio, $120.00 
Enterprise-USA,Velo,Low,663.0,$125.,"$82,875.",828.75,"$82,046.25","$79,560.","$2,486.25",10/1/2013,10,4,Audio, $120.00 
Enterprise-Germany,Velo,Low,809.0,$125.,"$101,125.",2022.5,"$99,102.5","$97,080.","$2,022.5",10/1/2013,10,4,Audio, $120.00 
Enterprise-Mexico,Velo,Low,2145.0,$125.,"$268,125.",5362.5,"$262,762.5","$257,400.","$5,362.5",10/1/2013,10,4,Audio, $120.00 
Channel Partners-France,Velo,Low,1055.0,$12.,"$12,660.",253.2,"$12,406.8","$3,165.","$9,241.8",12/1/2014,12,4,Audio, $120.00 
Channel Partners-Mexico,Velo,Low,1084.0,$12.,"$13,008.",260.16,"$12,747.84","$3,252.","$9,495.84",12/1/2014,12,4,Audio, $120.00 
Channel Partners-USA,Velo,Low,1465.0,$12.,"$17,580.",703.2,"$16,876.8","$4,395.","$12,481.8",3/1/2014,3,4,Audio, $120.00 
Midmarket-USA,Velo,Medium,555.0,$15.,"$8,325.",416.25,"$7,908.75","$5,550.","$2,358.75",1/1/2014,1,4,Audio, $120.00 
Midmarket-Mexico,Velo,Medium,2861.0,$15.,"$42,915.",2145.75,"$40,769.25","$28,610.","$12,159.25",1/1/2014,1,4,Audio, $120.00 
Enterprise-Germany,Velo,Medium,807.0,$125.,"$100,875.",5043.75,"$95,831.25","$96,840.","($1,008.75)",2/1/2014,2,4,Audio, $120.00 
Enterprise-USA,Velo,Medium,861.0,$125.,"$107,625.",5381.25,"$102,243.75","$103,320.","($1,076.25)",10/1/2014,10,4,Audio, $120.00 
Enterprise-France,Velo,Medium,704.0,$125.,"$88,000.",4400.0,"$83,600.","$84,480.",($880.),10/1/2013,10,4,Audio, $120.00 
Small Business-Germany,Velo,Medium,1250.0,$300.,"$375,000.",18750.0,"$356,250.","$312,500.","$43,750.",12/1/2014,12,4,Audio, $120.00 
Enterprise-USA,Velo,Medium,2755.0,$125.,"$344,375.",20662.5,"$323,712.5","$330,600.","($6,887.5)",2/1/2014,2,4,Audio, $120.00 
Midmarket-Germany,Velo,Medium,1530.0,$15.,"$22,950.",1377.0,"$21,573.","$15,300.","$6,273.",5/1/2014,5,4,Audio, $120.00 
Small Business-France,Velo,Medium,1221.0,$300.,"$366,300.",21978.0,"$344,322.","$305,250.","$39,072.",10/1/2013,10,4,Audio, $120.00 
Small Business-France,Velo,Medium,1659.0,$300.,"$497,700.",34839.0,"$462,861.","$414,750.","$48,111.",7/1/2014,7,4,Audio, $120.00 
Enterprise-Germany,Velo,Medium,2087.0,$125.,"$260,875.",18261.25,"$242,613.75","$250,440.","($7,826.25)",9/1/2014,9,4,Audio, $120.00 
Small Business-USA,Velo,Medium,1372.0,$300.,"$411,600.",28812.0,"$382,788.","$343,000.","$39,788.",12/1/2014,12,4,Audio, $120.00 
Small Business-France,Velo,Medium,386.0,$300.,"$115,800.",9264.0,"$106,536.","$96,500.","$10,036.",11/1/2013,11,4,Audio, $120.00 
Small Business-Mexico,Velo,Medium,635.0,$300.,"$190,500.",15240.0,"$175,260.","$158,750.","$16,510.",12/1/2014,12,4,Audio, $120.00 
Midmarket-Mexico,Velo,Medium,245.0,$15.,"$3,675.",330.75,"$3,344.25","$2,450.",$894.25,5/1/2014,5,4,Audio, $120.00 
Enterprise-Mexico,Velo,Medium,2110.0,$125.,"$263,750.",23737.5,"$240,012.5","$253,200.","($13,187.5)",9/1/2014,9,4,Audio, $120.00 
Channel Partners-France,Velo,Medium,1967.0,$12.,"$23,604.",2124.36,"$21,479.64","$5,901.","$15,578.64",3/1/2014,3,4,Audio, $120.00 
Midmarket-Mexico,Velo,Medium,2628.0,$15.,"$39,420.",3547.8,"$35,872.2","$26,280.","$9,592.2",4/1/2014,4,4,Audio, $120.00 
Midmarket-Germany,Velo,High,681.0,$15.,"$10,215.",1021.5,"$9,193.5","$6,810.","$2,383.5",1/1/2014,1,4,Audio, $120.00 
Midmarket-Germany,Velo,High,510.0,$15.,"$7,650.",765.0,"$6,885.","$5,100.","$1,785.",4/1/2014,4,4,Audio, $120.00 
Midmarket-USA,Velo,High,790.0,$15.,"$11,850.",1185.0,"$10,665.","$7,900.","$2,765.",5/1/2014,5,4,Audio, $120.00 
Enterprise-USA,Velo,High,1596.0,$125.,"$199,500.",19950.0,"$179,550.","$191,520.","($11,970.)",9/1/2014,9,4,Audio, $120.00 
Small Business-USA,Velo,High,2294.0,$300.,"$688,200.",68820.0,"$619,380.","$573,500.","$45,880.",10/1/2013,10,4,Audio, $120.00 
Small Business-France,Velo,High,853.0,$300.,"$255,900.",25590.0,"$230,310.","$213,250.","$17,060.",12/1/2014,12,4,Audio, $120.00 
Channel Partners-Germany,Velo,High,472.0,$12.,"$5,664.",623.04,"$5,040.96","$1,416.","$3,624.96",10/1/2014,10,4,Audio, $120.00 
Midmarket-Mexico,Velo,High,655.0,$15.,"$9,825.",1080.75,"$8,744.25","$6,550.","$2,194.25",9/1/2013,9,4,Audio, $120.00 
Midmarket-France,Velo,High,3997.5,$15.,"$59,962.5",7795.125,"$52,167.375","$39,975.","$12,192.375",1/1/2014,1,4,Audio, $120.00 
Channel Partners-Mexico,Velo,High,604.0,$12.,"$7,248.",942.24,"$6,305.76","$1,812.","$4,493.76",6/1/2014,6,4,Audio, $120.00 
Midmarket-Germany,Velo,High,660.0,$15.,"$9,900.",1287.0,"$8,613.","$6,600.","$2,013.",9/1/2013,9,4,Audio, $120.00 
Channel Partners-Mexico,Velo,High,410.0,$12.,"$4,920.",639.6,"$4,280.4","$1,230.","$3,050.4",10/1/2014,10,4,Audio, $120.00 
Small Business-Mexico,Velo,High,2605.0,$300.,"$781,500.",101595.0,"$679,905.","$651,250.","$28,655.",11/1/2013,11,4,Audio, $120.00 
Channel Partners-Germany,Velo,High,1013.0,$12.,"$12,156.",1580.28,"$10,575.72","$3,039.","$7,536.72",12/1/2014,12,4,Audio, $120.00 
Enterprise-Mexico,Velo,High,1575.0,$125.,"$196,875.",27562.5,"$169,312.5","$189,000.","($19,687.5)",2/1/2014,2,4,Audio, $120.00 
Small Business-USA,Velo,High,2460.0,$300.,"$738,000.",103320.0,"$634,680.","$615,000.","$19,680.",7/1/2014,7,4,Audio, $120.00 
Small Business-Germany,Velo,High,2536.0,$300.,"$760,800.",106512.0,"$654,288.","$634,000.","$20,288.",11/1/2013,11,4,Audio, $120.00 
Channel Partners-Mexico,Velo,High,500.0,$12.,"$6,000.",900.0,"$5,100.","$1,500.","$3,600.",3/1/2014,3,4,Audio, $120.00 
Midmarket-France,Velo,High,2826.0,$15.,"$42,390.",6358.5,"$36,031.5","$28,260.","$7,771.5",5/1/2014,5,4,Audio, $120.00 
Enterprise-France,Velo,High,663.0,$125.,"$82,875.",12431.25,"$70,443.75","$79,560.","($9,116.25)",9/1/2014,9,4,Audio, $120.00 
Small Business-USA,Velo,High,2574.0,$300.,"$772,200.",115830.0,"$656,370.","$643,500.","$12,870.",11/1/2013,11,4,Audio, $120.00 
Enterprise-USA,Velo,High,2438.0,$125.,"$304,750.",45712.5,"$259,037.5","$292,560.","($33,522.5)",12/1/2013,12,4,Audio, $120.00 
Channel Partners-USA,Velo,High,914.0,$12.,"$10,968.",1645.2,"$9,322.8","$2,742.","$6,580.8",12/1/2014,12,4,Audio, $120.00 
Government-France,VTT,,1527.0,$350.,"$534,450.",0.0,"$534,450.","$397,020.","$137,430.",9/1/2013,9,5,Energy, $250.00 
Government-Mexico,VTT,Low,1397.0,$350.,"$488,950.",4889.5,"$484,060.5","$363,220.","$120,840.5",10/1/2014,10,5,Energy, $250.00 
Government-Germany,VTT,Low,2877.0,$350.,"$1,006,950.",20139.0,"$986,811.","$748,020.","$238,791.",10/1/2014,10,5,Energy, $250.00 
Government-USA,VTT,Low,266.0,$350.,"$93,100.",1862.0,"$91,238.","$69,160.","$22,078.",12/1/2013,12,5,Energy, $250.00 
Government-Mexico,VTT,Low,1940.0,$350.,"$679,000.",13580.0,"$665,420.","$504,400.","$161,020.",12/1/2013,12,5,Energy, $250.00 
Government-Mexico,VTT,Low,1642.0,$350.,"$574,700.",17241.0,"$557,459.","$426,920.","$130,539.",8/1/2014,8,5,Energy, $250.00 
Government-USA,VTT,Low,349.0,$350.,"$122,150.",4886.0,"$117,264.","$90,740.","$26,524.",9/1/2013,9,5,Energy, $250.00 
Government-France,VTT,Low,2177.0,$350.,"$761,950.",30478.0,"$731,472.","$566,020.","$165,452.",10/1/2014,10,5,Energy, $250.00 
Government-France,VTT,Medium,574.5,$350.,"$201,075.",16086.0,"$184,989.","$149,370.","$35,619.",4/1/2014,4,5,Energy, $250.00 
Government-France,VTT,Medium,381.0,$350.,"$133,350.",10668.0,"$122,682.","$99,060.","$23,622.",8/1/2014,8,5,Energy, $250.00 
Government-Germany,VTT,Medium,422.0,$350.,"$147,700.",11816.0,"$135,884.","$109,720.","$26,164.",8/1/2014,8,5,Energy, $250.00 
Government-USA,VTT,Medium,1351.5,$350.,"$473,025.",42572.25,"$430,452.75","$351,390.","$79,062.75",4/1/2014,4,5,Energy, $250.00 
Government-USA,VTT,High,2807.0,$350.,"$982,450.",98245.0,"$884,205.","$729,820.","$154,385.",8/1/2014,8,5,Energy, $250.00 
Government-Germany,VTT,High,1870.0,$350.,"$654,500.",65450.0,"$589,050.","$486,200.","$102,850.",12/1/2013,12,5,Energy, $250.00 
Government-USA,VTT,High,986.0,$350.,"$345,100.",41412.0,"$303,688.","$256,360.","$47,328.",10/1/2014,10,5,Energy, $250.00 
Government-Canada,VTT,Low,943.5,$350.,"$330,225.",3302.25,"$326,922.75","$245,310.","$81,612.75",4/1/2014,4,5,Energy, $250.00 
Government-Canada,VTT,High,623.0,$350.,"$218,050.",26166.0,"$191,884.","$161,980.","$29,904.",9/1/2013,9,5,Energy, $250.00 
Government-France,VTT,High,1281.0,$350.,"$448,350.",62769.0,"$385,581.","$333,060.","$52,521.",12/1/2013,12,5,Energy, $250.00 
Government-Canada,VTT,,1817.0,$20.,"$36,340.",0.0,"$36,340.","$18,170.","$18,170.",12/1/2014,12,5,Energy, $250.00 
Government-Canada,VTT,Medium,1389.0,$20.,"$27,780.",1389.0,"$26,391.","$13,890.","$12,501.",10/1/2013,10,5,Energy, $250.00 
Government-Canada,VTT,High,2935.0,$20.,"$58,700.",6457.0,"$52,243.","$29,350.","$22,893.",11/1/2013,11,5,Energy, $250.00 
Government-Canada,VTT,High,865.5,$20.,"$17,310.",2596.5,"$14,713.5","$8,655.","$6,058.5",7/1/2014,7,5,Energy, $250.00 
Government-Canada,VTT,Low,1326.0,$7.,"$9,282.",92.82,"$9,189.18","$6,630.","$2,559.18",3/1/2014,3,5,Energy, $250.00 
Government-Canada,VTT,Medium,1582.0,$7.,"$11,074.",775.18,"$10,298.82","$7,910.","$2,388.82",12/1/2014,12,5,Energy, $250.00 
Small Business-Canada,VTT,,2001.0,$300.,"$600,300.",0.0,"$600,300.","$500,250.","$100,050.",2/1/2014,2,5,Energy, $250.00 
Enterprise-Canada,VTT,Low,2729.0,$125.,"$341,125.",6822.5,"$334,302.5","$327,480.","$6,822.5",12/1/2014,12,5,Energy, $250.00 
Small Business-Canada,VTT,Low,1874.0,$300.,"$562,200.",16866.0,"$545,334.","$468,500.","$76,834.",8/1/2014,8,5,Energy, $250.00 
Midmarket-Canada,VTT,Medium,2844.0,$15.,"$42,660.",2559.6,"$40,100.4","$28,440.","$11,660.4",6/1/2014,6,5,Energy, $250.00 
Small Business-Canada,VTT,Medium,2436.0,$300.,"$730,800.",43848.0,"$686,952.","$609,000.","$77,952.",12/1/2013,12,5,Energy, $250.00 
Government-USA,VTT,Medium,1265.0,$20.,"$25,300.",1265.0,"$24,035.","$12,650.","$11,385.",11/1/2013,11,5,Energy, $250.00 
Government-Germany,VTT,Medium,2297.0,$20.,"$45,940.",2297.0,"$43,643.","$22,970.","$20,673.",11/1/2013,11,5,Energy, $250.00 
Government-USA,VTT,Medium,2663.0,$20.,"$53,260.",2663.0,"$50,597.","$26,630.","$23,967.",12/1/2014,12,5,Energy, $250.00 
Government-Mexico,VTT,Medium,1123.0,$20.,"$22,460.",1347.6,"$21,112.4","$11,230.","$9,882.4",11/1/2013,11,5,Energy, $250.00 
Channel Partners-Canada,VTT,Medium,3244.5,$12.,"$38,934.",2725.38,"$36,208.62","$9,733.5","$26,475.12",1/1/2014,1,5,Energy, $250.00 
Small Business-Canada,VTT,Medium,2134.0,$300.,"$640,200.",51216.0,"$588,984.","$533,500.","$55,484.",9/1/2014,9,5,Energy, $250.00 
Enterprise-Canada,VTT,High,2529.0,$125.,"$316,125.",31612.5,"$284,512.5","$303,480.","($18,967.5)",11/1/2014,11,5,Energy, $250.00 
Government-USA,VTT,Medium,436.5,$20.,"$8,730.",698.4,"$8,031.6","$4,365.","$3,666.6",7/1/2014,7,5,Energy, $250.00 
Government-France,VTT,Medium,2682.0,$20.,"$53,640.",4827.6,"$48,812.4","$26,820.","$21,992.4",11/1/2013,11,5,Energy, $250.00 
Channel Partners-Canada,VTT,High,2109.0,$12.,"$25,308.",3036.96,"$22,271.04","$6,327.","$15,944.04",5/1/2014,5,5,Energy, $250.00 
Enterprise-Canada,VTT,High,1583.0,$125.,"$197,875.",25723.75,"$172,151.25","$189,960.","($17,808.75)",6/1/2014,6,5,Energy, $250.00 
Government-Mexico,VTT,High,1233.0,$20.,"$24,660.",2959.2,"$21,700.8","$12,330.","$9,370.8",12/1/2014,12,5,Energy, $250.00 
Government-Germany,VTT,High,1531.0,$20.,"$30,620.",3674.4,"$26,945.6","$15,310.","$11,635.6",12/1/2014,12,5,Energy, $250.00 
Midmarket-Canada,VTT,High,1565.0,$15.,"$23,475.",3051.75,"$20,423.25","$15,650.","$4,773.25",10/1/2014,10,5,Energy, $250.00 
Small Business-Canada,VTT,High,269.0,$300.,"$80,700.",11298.0,"$69,402.","$67,250.","$2,152.",10/1/2013,10,5,Energy, $250.00 
Small Business-Canada,VTT,High,1496.0,$300.,"$448,800.",62832.0,"$385,968.","$374,000.","$11,968.",10/1/2014,10,5,Energy, $250.00 
Enterprise-Canada,VTT,High,2954.0,$125.,"$369,250.",55387.5,"$313,862.5","$354,480.","($40,617.5)",11/1/2013,11,5,Energy, $250.00 
Government-USA,VTT,High,267.0,$20.,"$5,340.",801.0,"$4,539.","$2,670.","$1,869.",10/1/2013,10,5,Energy, $250.00 
Government-France,VTT,High,293.0,$20.,"$5,860.",879.0,"$4,981.","$2,930.","$2,051.",12/1/2014,12,5,Energy, $250.00 
Government-Germany,VTT,Low,263.0,$7.,"$1,841.",18.41,"$1,822.59","$1,315.",$507.59,3/1/2014,3,5,Energy, $250.00 
Government-Mexico,VTT,Medium,2689.0,$7.,"$18,823.",941.15,"$17,881.85","$13,445.","$4,436.85",10/1/2014,10,5,Energy, $250.00 
Government-USA,VTT,Medium,570.0,$7.,"$3,990.",199.5,"$3,790.5","$2,850.",$940.5,12/1/2014,12,5,Energy, $250.00 
Government-France,VTT,Medium,2487.0,$7.,"$17,409.",870.45,"$16,538.55","$12,435.","$4,103.55",12/1/2014,12,5,Energy, $250.00 
Government-Mexico,VTT,Medium,1498.0,$7.,"$10,486.",629.16,"$9,856.84","$7,490.","$2,366.84",6/1/2014,6,5,Energy, $250.00 
Government-Germany,VTT,Medium,2338.0,$7.,"$16,366.",1309.28,"$15,056.72","$11,690.","$3,366.72",6/1/2014,6,5,Energy, $250.00 
Government-Germany,VTT,Medium,360.0,$7.,"$2,520.",226.8,"$2,293.2","$1,800.",$493.2,10/1/2014,10,5,Energy, $250.00 
Government-Mexico,VTT,Medium,521.0,$7.,"$3,647.",328.23,"$3,318.77","$2,605.",$713.77,12/1/2014,12,5,Energy, $250.00 
Government-USA,VTT,High,1579.0,$7.,"$11,053.",1215.83,"$9,837.17","$7,895.","$1,942.17",3/1/2014,3,5,Energy, $250.00 
Government-France,VTT,High,1491.0,$7.,"$10,437.",1252.44,"$9,184.56","$7,455.","$1,729.56",3/1/2014,3,5,Energy, $250.00 
Government-Germany,VTT,High,280.0,$7.,"$1,960.",274.4,"$1,685.6","$1,400.",$285.6,12/1/2014,12,5,Energy, $250.00 
Government-Mexico,VTT,High,2903.0,$7.,"$20,321.",2844.94,"$17,476.06","$14,515.","$2,961.06",3/1/2014,3,5,Energy, $250.00 
Channel Partners-Germany,VTT,,2838.0,$12.,"$34,056.",0.0,"$34,056.","$8,514.","$25,542.",4/1/2014,4,5,Energy, $250.00 
Midmarket-France,VTT,,2178.0,$15.,"$32,670.",0.0,"$32,670.","$21,780.","$10,890.",6/1/2014,6,5,Energy, $250.00 
Midmarket-Germany,VTT,,888.0,$15.,"$13,320.",0.0,"$13,320.","$8,880.","$4,440.",6/1/2014,6,5,Energy, $250.00 
Small Business-France,VTT,,2151.0,$300.,"$645,300.",0.0,"$645,300.","$537,750.","$107,550.",9/1/2014,9,5,Energy, $250.00 
Enterprise-USA,VTT,Low,727.0,$125.,"$90,875.",908.75,"$89,966.25","$87,240.","$2,726.25",6/1/2014,6,5,Energy, $250.00 
Enterprise-France,VTT,Low,787.0,$125.,"$98,375.",983.75,"$97,391.25","$94,440.","$2,951.25",6/1/2014,6,5,Energy, $250.00 
Small Business-Germany,VTT,Low,986.0,$300.,"$295,800.",2958.0,"$292,842.","$246,500.","$46,342.",9/1/2014,9,5,Energy, $250.00 
Small Business-Mexico,VTT,Low,494.0,$300.,"$148,200.",1482.0,"$146,718.","$123,500.","$23,218.",10/1/2013,10,5,Energy, $250.00 
Enterprise-France,VTT,Low,1744.0,$125.,"$218,000.",2180.0,"$215,820.","$209,280.","$6,540.",11/1/2014,11,5,Energy, $250.00 
Enterprise-Mexico,VTT,Low,662.0,$125.,"$82,750.",1655.0,"$81,095.","$79,440.","$1,655.",6/1/2014,6,5,Energy, $250.00 
Small Business-Germany,VTT,Low,214.0,$300.,"$64,200.",1284.0,"$62,916.","$53,500.","$9,416.",10/1/2013,10,5,Energy, $250.00 
Small Business-USA,VTT,Low,2844.0,$300.,"$853,200.",25596.0,"$827,604.","$711,000.","$116,604.",2/1/2014,2,5,Energy, $250.00 
Channel Partners-Mexico,VTT,Low,1916.0,$12.,"$22,992.",689.76,"$22,302.24","$5,748.","$16,554.24",4/1/2014,4,5,Energy, $250.00 
Enterprise-Germany,VTT,Low,1570.0,$125.,"$196,250.",5887.5,"$190,362.5","$188,400.","$1,962.5",6/1/2014,6,5,Energy, $250.00 
Midmarket-Germany,VTT,Low,1945.0,$15.,"$29,175.",875.25,"$28,299.75","$19,450.","$8,849.75",10/1/2013,10,5,Energy, $250.00 
Channel Partners-Germany,VTT,Low,2479.0,$12.,"$29,748.",892.44,"$28,855.56","$7,437.","$21,418.56",1/1/2014,1,5,Energy, $250.00 
Channel Partners-France,VTT,Low,866.0,$12.,"$10,392.",415.68,"$9,976.32","$2,598.","$7,378.32",5/1/2014,5,5,Energy, $250.00 
Midmarket-Mexico,VTT,Low,1514.0,$15.,"$22,710.",908.4,"$21,801.6","$15,140.","$6,661.6",10/1/2013,10,5,Energy, $250.00 
Small Business-France,VTT,Medium,1221.0,$300.,"$366,300.",21978.0,"$344,322.","$305,250.","$39,072.",10/1/2013,10,5,Energy, $250.00 
Midmarket-USA,VTT,Medium,1153.0,$15.,"$17,295.",1037.7,"$16,257.3","$11,530.","$4,727.3",10/1/2014,10,5,Energy, $250.00 
Channel Partners-France,VTT,Medium,1738.5,$12.,"$20,862.",1460.34,"$19,401.66","$5,215.5","$14,186.16",4/1/2014,4,5,Energy, $250.00 
Channel Partners-Germany,VTT,Medium,2215.0,$12.,"$26,580.",1860.6,"$24,719.4","$6,645.","$18,074.4",9/1/2013,9,5,Energy, $250.00 
Small Business-France,VTT,Medium,959.0,$300.,"$287,700.",20139.0,"$267,561.","$239,750.","$27,811.",2/1/2014,2,5,Energy, $250.00 
Small Business-Mexico,VTT,Medium,2747.0,$300.,"$824,100.",57687.0,"$766,413.","$686,750.","$79,663.",2/1/2014,2,5,Energy, $250.00 
Small Business-USA,VTT,Medium,808.0,$300.,"$242,400.",19392.0,"$223,008.","$202,000.","$21,008.",12/1/2013,12,5,Energy, $250.00 
Channel Partners-USA,VTT,Medium,1956.0,$12.,"$23,472.",2112.48,"$21,359.52","$5,868.","$15,491.52",1/1/2014,1,5,Energy, $250.00 
Small Business-Germany,VTT,Medium,2659.0,$300.,"$797,700.",71793.0,"$725,907.","$664,750.","$61,157.",2/1/2014,2,5,Energy, $250.00 
Channel Partners-Germany,VTT,Medium,880.0,$12.,"$10,560.",950.4,"$9,609.6","$2,640.","$6,969.6",5/1/2014,5,5,Energy, $250.00 
Small Business-USA,VTT,Medium,1867.0,$300.,"$560,100.",50409.0,"$509,691.","$466,750.","$42,941.",9/1/2014,9,5,Energy, $250.00 
Channel Partners-France,VTT,Medium,2234.0,$12.,"$26,808.",2412.72,"$24,395.28","$6,702.","$17,693.28",9/1/2013,9,5,Energy, $250.00 
Midmarket-France,VTT,Medium,1227.0,$15.,"$18,405.",1656.45,"$16,748.55","$12,270.","$4,478.55",10/1/2014,10,5,Energy, $250.00 
Enterprise-Mexico,VTT,Medium,877.0,$125.,"$109,625.",9866.25,"$99,758.75","$105,240.","($5,481.25)",11/1/2014,11,5,Energy, $250.00 
Enterprise-Mexico,VTT,High,341.0,$125.,"$42,625.",4262.5,"$38,362.5","$40,920.","($2,557.5)",5/1/2014,5,5,Energy, $250.00 
Midmarket-Mexico,VTT,High,641.0,$15.,"$9,615.",961.5,"$8,653.5","$6,410.","$2,243.5",7/1/2014,7,5,Energy, $250.00 
Small Business-Mexico,VTT,High,432.0,$300.,"$129,600.",12960.0,"$116,640.","$108,000.","$8,640.",9/1/2014,9,5,Energy, $250.00 
Small Business-USA,VTT,High,2294.0,$300.,"$688,200.",68820.0,"$619,380.","$573,500.","$45,880.",10/1/2013,10,5,Energy, $250.00 
Midmarket-France,VTT,High,2167.0,$15.,"$32,505.",3250.5,"$29,254.5","$21,670.","$7,584.5",10/1/2013,10,5,Energy, $250.00 
Channel Partners-Mexico,VTT,High,1005.0,$12.,"$12,060.",1326.6,"$10,733.4","$3,015.","$7,718.4",9/1/2013,9,5,Energy, $250.00 
Channel Partners-France,VTT,High,1734.0,$12.,"$20,808.",2288.88,"$18,519.12","$5,202.","$13,317.12",1/1/2014,1,5,Energy, $250.00 
Enterprise-Mexico,VTT,High,554.0,$125.,"$69,250.",7617.5,"$61,632.5","$66,480.","($4,847.5)",1/1/2014,1,5,Energy, $250.00 
Midmarket-France,VTT,High,3874.5,$15.,"$58,117.5",6974.1,"$51,143.4","$38,745.","$12,398.4",7/1/2014,7,5,Energy, $250.00 
Enterprise-USA,VTT,High,2387.0,$125.,"$298,375.",35805.0,"$262,570.","$286,440.","($23,870.)",11/1/2014,11,5,Energy, $250.00 
Midmarket-USA,VTT,High,2567.0,$15.,"$38,505.",5005.65,"$33,499.35","$25,670.","$7,829.35",6/1/2014,6,5,Energy, $250.00 
Small Business-USA,VTT,High,2541.0,$300.,"$762,300.",106722.0,"$655,578.","$635,250.","$20,328.",8/1/2014,8,5,Energy, $250.00 
Small Business-USA,VTT,High,1010.0,$300.,"$303,000.",42420.0,"$260,580.","$252,500.","$8,080.",10/1/2014,10,5,Energy, $250.00 
Midmarket-Germany,VTT,High,492.0,$15.,"$7,380.",1107.0,"$6,273.","$4,920.","$1,353.",7/1/2014,7,5,Energy, $250.00 
Midmarket-Germany,VTT,High,1175.0,$15.,"$17,625.",2643.75,"$14,981.25","$11,750.","$3,231.25",10/1/2014,10,5,Energy, $250.00 
Enterprise-Germany,VTT,High,552.0,$125.,"$69,000.",10350.0,"$58,650.","$66,240.","($7,590.)",11/1/2014,11,5,Energy, $250.00 
Channel Partners-USA,VTT,High,1806.0,$12.,"$21,672.",3250.8,"$18,421.2","$5,418.","$13,003.2",5/1/2014,5,5,Energy, $250.00 
